;Provincia;Fecha;Poblacion;Comunidad;Poblacion_normalizado
681;Vizcaya;2008-01-01;1149084.0;Pais Vasco;0.6394310631229236
683;Vizcaya;2007-07-01;1146329.0;Pais Vasco;0.49641818936877075
685;Vizcaya;2007-01-01;1142686.0;Pais Vasco;0.3073089700996678
687;Vizcaya;2006-07-01;1139379.0;Pais Vasco;0.13564161129568106
689;Vizcaya;2006-01-01;1136766.0;Pais Vasco;0.0
690;Burgos;2023-01-01;357370.0;Castilla y Leon;0.1413236163088438
691;Burgos;2022-10-01;356337.0;Castilla y Leon;0.09045696277329131
692;Burgos;2022-07-01;355703.0;Castilla y Leon;0.059237738822139056
693;Burgos;2022-04-01;355161.0;Castilla y Leon;0.032548749261374826
694;Burgos;2022-01-01;354846.0;Castilla y Leon;0.017037620642111482
695;Burgos;2021-10-01;354695.0;Castilla y Leon;0.009602127240496356
696;Burgos;2021-07-01;354500.0;Castilla y Leon;0.0
697;Burgos;2021-04-01;355822.0;Castilla y Leon;0.06509749852274965
698;Burgos;2021-01-01;356042.0;Castilla y Leon;0.0759306677171558
700;Burgos;2020-07-01;356517.0;Castilla y Leon;0.0993204648414418
702;Burgos;2020-01-01;357121.0;Castilla y Leon;0.1290624384479023
704;Burgos;2019-07-01;356681.0;Castilla y Leon;0.10739610005909002
706;Burgos;2019-01-01;356607.0;Castilla y Leon;0.10375221587551704
708;Burgos;2018-07-01;356418.0;Castilla y Leon;0.09444553870395903
710;Burgos;2018-01-01;357165.0;Castilla y Leon;0.13122907228678354
712;Burgos;2017-07-01;357203.0;Castilla y Leon;0.1331002560567264
714;Burgos;2017-01-01;358416.0;Castilla y Leon;0.19283041166042938
716;Burgos;2016-07-01;359208.0;Castilla y Leon;0.23182982076029152
718;Burgos;2016-01-01;360572.0;Castilla y Leon;0.2989954697656096
720;Burgos;2015-07-01;361683.0;Castilla y Leon;0.35370297419736063
722;Burgos;2015-01-01;363328.0;Castilla y Leon;0.43470553476462476
724;Burgos;2014-07-01;364061.0;Castilla y Leon;0.4707996848532598
726;Burgos;2014-01-01;365542.0;Castilla y Leon;0.5437266102028757
728;Burgos;2013-07-01;367204.0;Castilla y Leon;0.6255662792987985
730;Burgos;2013-01-01;368784.0;Castilla y Leon;0.7033681307858972
732;Burgos;2012-07-01;370318.0;Castilla y Leon;0.7789048650778019
734;Burgos;2012-01-01;372190.0;Castilla y Leon;0.8710852865865669
736;Burgos;2011-07-01;372676.0;Castilla y Leon;0.8950167421705731
738;Burgos;2011-01-01;373252.0;Castilla y Leon;0.9233799487886547
740;Burgos;2010-07-01;373338.0;Castilla y Leon;0.9276147331101043
742;Burgos;2010-01-01;374005.0;Castilla y Leon;0.9604589324404176
744;Burgos;2009-07-01;374302.0;Castilla y Leon;0.9750837108528658
746;Burgos;2009-01-01;374808.0;Castilla y Leon;1.0
748;Burgos;2008-07-01;374053.0;Castilla y Leon;0.9628225329919243
750;Burgos;2008-01-01;372561.0;Castilla y Leon;0.8893539491825881
752;Burgos;2007-07-01;369175.0;Castilla y Leon;0.7226216269450463
754;Burgos;2007-01-01;365303.0;Castilla y Leon;0.5319578491234981
756;Burgos;2006-07-01;362515.0;Castilla y Leon;0.3946720504234784
758;Burgos;2006-01-01;360694.0;Castilla y Leon;0.30500295450068937
759;Caceres;2023-01-01;388257.0;Extremadura;0.004540434409129954
760;Caceres;2022-10-01;388358.0;Extremadura;0.008671820673293246
761;Caceres;2022-07-01;388172.0;Extremadura;0.0010635251769133226
762;Caceres;2022-04-01;388146.0;Extremadura;0.0
763;Caceres;2022-01-01;388957.0;Extremadura;0.03317380455679633
764;Caceres;2021-10-01;389136.0;Extremadura;0.040495766351699596
765;Caceres;2021-07-01;389439.0;Extremadura;0.05288992514418947
766;Caceres;2021-04-01;389783.0;Extremadura;0.06696118133104266
767;Caceres;2021-01-01;390544.0;Extremadura;0.09808974516300568
769;Caceres;2020-07-01;391119.0;Extremadura;0.12161001349858878
771;Caceres;2020-01-01;392925.0;Extremadura;0.19548410847956804
773;Caceres;2019-07-01;393480.0;Extremadura;0.21818628052521782
775;Caceres;2019-01-01;394541.0;Extremadura;0.2615862887061807
777;Caceres;2018-07-01;395327.0;Extremadura;0.2937374729005604
779;Caceres;2018-01-01;396979.0;Extremadura;0.36131222644905303
781;Caceres;2017-07-01;398222.0;Extremadura;0.4121569108684092
783;Caceres;2017-01-01;400066.0;Extremadura;0.4875853888002618
785;Caceres;2016-07-01;401631.0;Extremadura;0.5516014234875445
787;Caceres;2016-01-01;403183.0;Extremadura;0.6150856955863705
789;Caceres;2015-07-01;404358.0;Extremadura;0.6631488526199534
791;Caceres;2015-01-01;405967.0;Extremadura;0.7289646991450893
793;Caceres;2014-07-01;406790.0;Extremadura;0.7626293614758457
795;Caceres;2014-01-01;408011.0;Extremadura;0.8125741399762753
797;Caceres;2013-07-01;408987.0;Extremadura;0.8524972389250215
799;Caceres;2013-01-01;410135.0;Extremadura;0.8994559659671943
801;Caceres;2012-07-01;411099.0;Extremadura;0.9388882071419806
803;Caceres;2012-01-01;412501.0;Extremadura;0.9962367570663067
805;Caceres;2011-07-01;412593.0;Extremadura;1.0
807;Caceres;2011-01-01;412397.0;Extremadura;0.9919826563586535
809;Caceres;2010-07-01;411835.0;Extremadura;0.9689941506115269
811;Caceres;2010-01-01;411860.0;Extremadura;0.9700167709739437
813;Caceres;2009-07-01;411117.0;Extremadura;0.9396244938029206
815;Caceres;2009-01-01;410300.0;Extremadura;0.9062052603591443
817;Caceres;2008-07-01;409296.0;Extremadura;0.8651368266044913
819;Caceres;2008-01-01;408975.0;Extremadura;0.8520063811510615
821;Caceres;2007-07-01;408536.0;Extremadura;0.834049167587025
823;Caceres;2007-01-01;407706.0;Extremadura;0.800098171554792
825;Caceres;2006-07-01;406611.0;Extremadura;0.7553073996809424
827;Caceres;2006-01-01;406420.0;Extremadura;0.7474945801120791
828;Cadiz;2023-01-01;1254866.0;Andalucia;1.0
829;Cadiz;2022-10-01;1254032.0;Andalucia;0.9893343564166507
830;Cadiz;2022-07-01;1252154.0;Andalucia;0.9653174755419145
831;Cadiz;2022-04-01;1250832.0;Andalucia;0.9484110237227444
832;Cadiz;2022-01-01;1250545.0;Andalucia;0.9447407123217597
833;Cadiz;2021-10-01;1250363.0;Andalucia;0.9424131977747938
834;Cadiz;2021-07-01;1249222.0;Andalucia;0.9278214719611229
835;Cadiz;2021-04-01;1248844.0;Andalucia;0.9229874032866552
836;Cadiz;2021-01-01;1249873.0;Andalucia;0.9361468124560394
838;Cadiz;2020-07-01;1247258.0;Andalucia;0.9027047765202378
840;Cadiz;2020-01-01;1247160.0;Andalucia;0.901451499456487
842;Cadiz;2019-07-01;1244336.0;Andalucia;0.8653366583541147
844;Cadiz;2019-01-01;1243186.0;Andalucia;0.8506298356672422
846;Cadiz;2018-07-01;1242448.0;Andalucia;0.84119189206471
848;Cadiz;2018-01-01;1243737.0;Andalucia;0.8576763220154742
850;Cadiz;2017-07-01;1243226.0;Andalucia;0.851141377325916
852;Cadiz;2017-01-01;1244090.0;Andalucia;0.8621906771532707
854;Cadiz;2016-07-01;1243999.0;Andalucia;0.8610269198797877
856;Cadiz;2016-01-01;1244475.0;Andalucia;0.8671142656180063
858;Cadiz;2015-07-01;1244378.0;Andalucia;0.8658737770957222
860;Cadiz;2015-01-01;1245567.0;Andalucia;0.8810793528998018
862;Cadiz;2014-07-01;1245180.0;Andalucia;0.8761301873521324
864;Cadiz;2014-01-01;1245504.0;Andalucia;0.8802736747873905
866;Cadiz;2013-07-01;1245570.0;Andalucia;0.8811177185242023
868;Cadiz;2013-01-01;1246384.0;Andalucia;0.8915275912782147
870;Cadiz;2012-07-01;1244921.0;Andalucia;0.8728179551122195
872;Cadiz;2012-01-01;1245363.0;Andalucia;0.8784704904405652
874;Cadiz;2011-07-01;1242290.0;Andalucia;0.8391713025129484
876;Cadiz;2011-01-01;1238923.0;Andalucia;0.7961122833940789
878;Cadiz;2010-07-01;1234074.0;Andalucia;0.734100645821344
880;Cadiz;2010-01-01;1229844.0;Andalucia;0.6800051154165867
882;Cadiz;2009-07-01;1225259.0;Andalucia;0.6213696527910991
884;Cadiz;2009-01-01;1221024.0;Andalucia;0.5672101796790077
886;Cadiz;2008-07-01;1215173.0;Andalucia;0.49238442355649337
888;Cadiz;2008-01-01;1209067.0;Andalucia;0.4142975893599335
890;Cadiz;2007-07-01;1201290.0;Andalucia;0.3148411023722744
892;Cadiz;2007-01-01;1193632.0;Andalucia;0.21690645181917004
894;Cadiz;2006-07-01;1184864.0;Andalucia;0.10477652023786688
896;Cadiz;2006-01-01;1176671.0;Andalucia;0.0
897;Cantabria;2023-01-01;588387.0;Cantabria;0.8723879406603924
898;Cantabria;2022-10-01;587527.0;Cantabria;0.8449513479023768
899;Cantabria;2022-07-01;586319.0;Cantabria;0.8064125059818152
900;Cantabria;2022-04-01;585451.0;Cantabria;0.7787206891051205
901;Cantabria;2022-01-01;585450.0;Cantabria;0.7786887860902856
902;Cantabria;2021-10-01;585400.0;Cantabria;0.7770936353485405
903;Cantabria;2021-07-01;584569.0;Cantabria;0.750582230020737
904;Cantabria;2021-04-01;584705.0;Cantabria;0.7549210400382836
905;Cantabria;2021-01-01;584708.0;Cantabria;0.7550167490827884
907;Cantabria;2020-07-01;583107.0;Cantabria;0.7039400223321104
909;Cantabria;2020-01-01;583011.0;Cantabria;0.7008773329079598
911;Cantabria;2019-07-01;582260.0;Cantabria;0.6769181687669484
913;Cantabria;2019-01-01;581989.0;Cantabria;0.66827245174669
915;Cantabria;2018-07-01;581227.0;Cantabria;0.6439623544424948
917;Cantabria;2018-01-01;581533.0;Cantabria;0.6537246769819748
919;Cantabria;2017-07-01;581027.0;Cantabria;0.6375817514755144
921;Cantabria;2017-01-01;581421.0;Cantabria;0.6501515393204658
923;Cantabria;2016-07-01;581446.0;Cantabria;0.6509491146913383
925;Cantabria;2016-01-01;582494.0;Cantabria;0.6843834742383155
927;Cantabria;2015-07-01;583437.0;Cantabria;0.714468017227628
929;Cantabria;2015-01-01;585184.0;Cantabria;0.7702025841442016
931;Cantabria;2014-07-01;586041.0;Cantabria;0.7975434678577126
933;Cantabria;2014-01-01;587491.0;Cantabria;0.8438028393683203
935;Cantabria;2013-07-01;588408.0;Cantabria;0.8730579039719254
937;Cantabria;2013-01-01;589789.0;Cantabria;0.9171159674589249
939;Cantabria;2012-07-01;590821.0;Cantabria;0.9500398787685437
941;Cantabria;2012-01-01;592387.0;Cantabria;1.0
943;Cantabria;2011-07-01;591564.0;Cantabria;0.9737438187908758
945;Cantabria;2011-01-01;590874.0;Cantabria;0.9517307385547934
947;Cantabria;2010-07-01;589603.0;Cantabria;0.9111820066996331
949;Cantabria;2010-01-01;588518.0;Cantabria;0.8765672356037646
951;Cantabria;2009-07-01;586778.0;Cantabria;0.8210559897910352
953;Cantabria;2009-01-01;584655.0;Cantabria;0.7533258892965385
955;Cantabria;2008-07-01;581160.0;Cantabria;0.6418248524485564
957;Cantabria;2008-01-01;577266.0;Cantabria;0.5175945126814484
959;Cantabria;2007-07-01;572557.0;Cantabria;0.36736321582389536
961;Cantabria;2007-01-01;568190.0;Cantabria;0.22804275003987876
963;Cantabria;2006-07-01;564188.0;Cantabria;0.10036688467060137
965;Cantabria;2006-01-01;561042.0;Cantabria;0.0
966;Castellon;2023-01-01;604086.0;Valencia;1.0
967;Castellon;2022-10-01;601127.0;Valencia;0.9468866112616898
968;Castellon;2022-07-01;597509.0;Valencia;0.8819443197932185
969;Castellon;2022-04-01;593956.0;Valencia;0.8181687637988907
970;Castellon;2022-01-01;591300.0;Valencia;0.7704941573477411
971;Castellon;2021-10-01;590129.0;Valencia;0.7494749690366355
972;Castellon;2021-07-01;587998.0;Valencia;0.711223995261259
973;Castellon;2021-04-01;587716.0;Valencia;0.7061621582811294
974;Castellon;2021-01-01;587632.0;Valencia;0.7046543770530057
976;Castellon;2020-07-01;585426.0;Valencia;0.6650571700382331
978;Castellon;2020-01-01;584201.0;Valencia;0.6430686937947623
980;Castellon;2019-07-01;581533.0;Valencia;0.5951786900253092
982;Castellon;2019-01-01;579592.0;Valencia;0.5603381737897363
984;Castellon;2018-07-01;576647.0;Valencia;0.50747608192278
986;Castellon;2018-01-01;576342.0;Valencia;0.502001400082569
988;Castellon;2017-07-01;574523.0;Valencia;0.46935075658308056
990;Castellon;2017-01-01;575433.0;Valencia;0.4856850532210874
992;Castellon;2016-07-01;574800.0;Valencia;0.4743228446805837
994;Castellon;2016-01-01;575546.0;Valencia;0.4877133779684443
996;Castellon;2015-07-01;575988.0;Valencia;0.495647179192619
998;Castellon;2015-01-01;577738.0;Valencia;0.527059288111863
1000;Castellon;2014-07-01;578194.0;Valencia;0.5352443862073917
1002;Castellon;2014-01-01;580349.0;Valencia;0.573926154619375
1004;Castellon;2013-07-01;583074.0;Valencia;0.6228392956507691
1006;Castellon;2013-01-01;586696.0;Valencia;0.6878533862253415
1008;Castellon;2012-07-01;590114.0;Valencia;0.7492057223887563
1010;Castellon;2012-01-01;593924.0;Valencia;0.8175943709500817
1012;Castellon;2011-07-01;594524.0;Valencia;0.8283642368652511
1014;Castellon;2011-01-01;595574.0;Valencia;0.8472115022167974
1016;Castellon;2010-07-01;595086.0;Valencia;0.8384520112724596
1018;Castellon;2010-01-01;595853.0;Valencia;0.8522194898673512
1020;Castellon;2009-07-01;595415.0;Valencia;0.8443574877492775
1022;Castellon;2009-01-01;594737.0;Valencia;0.8321875392651361
1024;Castellon;2008-07-01;592164.0;Valencia;0.7860027642655849
1026;Castellon;2008-01-01;588015.0;Valencia;0.7115291414621888
1028;Castellon;2007-07-01;578042.0;Valencia;0.5325160201755488
1030;Castellon;2007-01-01;567548.0;Valencia;0.3441510653192368
1032;Castellon;2006-07-01;556560.0;Valencia;0.1469189208594353
1034;Castellon;2006-01-01;548375.0;Valencia;0.0
1035;Ciudad Real;2023-01-01;491927.0;Castilla-La Mancha;0.03326204412426835
1036;Ciudad Real;2022-10-01;491600.0;Castilla-La Mancha;0.024060108059432688
1037;Ciudad Real;2022-07-01;491294.0;Castilla-La Mancha;0.01544912201710941
1038;Ciudad Real;2022-04-01;490745.0;Castilla-La Mancha;0.0
1039;Ciudad Real;2022-01-01;490950.0;Castilla-La Mancha;0.005768797838811346
1040;Ciudad Real;2021-10-01;491175.0;Castilla-La Mancha;0.01210040522287258
1041;Ciudad Real;2021-07-01;491283.0;Castilla-La Mancha;0.015139576767221972
1042;Ciudad Real;2021-04-01;491824.0;Castilla-La Mancha;0.03036357496623143
1043;Ciudad Real;2021-01-01;492900.0;Castilla-La Mancha;0.06064272850067537
1045;Ciudad Real;2020-07-01;492395.0;Castilla-La Mancha;0.046431787483115716
1047;Ciudad Real;2020-01-01;494817.0;Castilla-La Mancha;0.11458802341287708
1049;Ciudad Real;2019-07-01;494784.0;Castilla-La Mancha;0.11365938766321476
1051;Ciudad Real;2019-01-01;495686.0;Castilla-La Mancha;0.1390420981539847
1053;Ciudad Real;2018-07-01;496341.0;Castilla-La Mancha;0.1574741107609185
1055;Ciudad Real;2018-01-01;499168.0;Castilla-La Mancha;0.2370272399819901
1057;Ciudad Real;2017-07-01;500741.0;Castilla-La Mancha;0.2812922107158937
1059;Ciudad Real;2017-01-01;504403.0;Castilla-La Mancha;0.38434263845114813
1061;Ciudad Real;2016-07-01;506257.0;Castilla-La Mancha;0.4365150832958127
1063;Ciudad Real;2016-01-01;508629.0;Castilla-La Mancha;0.5032642953624493
1065;Ciudad Real;2015-07-01;511086.0;Castilla-La Mancha;0.572405447996398
1067;Ciudad Real;2015-01-01;514152.0;Castilla-La Mancha;0.6586841512832058
1069;Ciudad Real;2014-07-01;516005.0;Castilla-La Mancha;0.7108284556506078
1071;Ciudad Real;2014-01-01;518032.0;Castilla-La Mancha;0.7678692030616839
1073;Ciudad Real;2013-07-01;520228.0;Castilla-La Mancha;0.8296656911301216
1075;Ciudad Real;2013-01-01;522634.0;Castilla-La Mancha;0.897371679423683
1077;Ciudad Real;2012-07-01;524005.0;Castilla-La Mancha;0.9359522737505628
1079;Ciudad Real;2012-01-01;526281.0;Castilla-La Mancha;1.0
1081;Ciudad Real;2011-07-01;526269.0;Castilla-La Mancha;0.99966231427285
1083;Ciudad Real;2011-01-01;526166.0;Castilla-La Mancha;0.9967638451148132
1085;Ciudad Real;2010-07-01;525418.0;Castilla-La Mancha;0.9757147681224674
1087;Ciudad Real;2010-01-01;525459.0;Castilla-La Mancha;0.9768685276902296
1089;Ciudad Real;2009-07-01;524750.0;Castilla-La Mancha;0.9569169293111212
1091;Ciudad Real;2009-01-01;523964.0;Castilla-La Mancha;0.9347985141828006
1093;Ciudad Real;2008-07-01;521681.0;Castilla-La Mancha;0.8705538045925258
1095;Ciudad Real;2008-01-01;519759.0;Castilla-La Mancha;0.8164678072940117
1097;Ciudad Real;2007-07-01;514761.0;Castilla-La Mancha;0.6758217019360648
1099;Ciudad Real;2007-01-01;509228.0;Castilla-La Mancha;0.5201204412426835
1101;Ciudad Real;2006-07-01;504642.0;Castilla-La Mancha;0.3910682125168843
1103;Ciudad Real;2006-01-01;500916.0;Castilla-La Mancha;0.2862167942368303
1104;Cordoba;2023-01-01;775002.0;Andalucia;0.03384926444955728
1105;Cordoba;2022-10-01;774217.0;Andalucia;0.006483999163354947
1106;Cordoba;2022-07-01;774031.0;Andalucia;0.0
1107;Cordoba;2022-04-01;774259.0;Andalucia;0.00794812800669316
1108;Cordoba;2022-01-01;775110.0;Andalucia;0.03761416718956982
1109;Cordoba;2021-10-01;774843.0;Andalucia;0.028306490971205467
1110;Cordoba;2021-07-01;775621.0;Andalucia;0.05542773478351809
1111;Cordoba;2021-04-01;776324.0;Andalucia;0.07993446280415534
1112;Cordoba;2021-01-01;777622.0;Andalucia;0.12518301610541727
1114;Cordoba;2020-07-01;779472.0;Andalucia;0.18967440563341004
1116;Cordoba;2020-01-01;780825.0;Andalucia;0.2368402705152339
1118;Cordoba;2019-07-01;781172.0;Andalucia;0.248936763578052
1120;Cordoba;2019-01-01;780982.0;Andalucia;0.24231332357247437
1122;Cordoba;2018-07-01;782079.0;Andalucia;0.2805549745520463
1124;Cordoba;2018-01-01;784079.0;Andalucia;0.35027539566338983
1126;Cordoba;2017-07-01;785512.0;Andalucia;0.4002300773896674
1128;Cordoba;2017-01-01;787735.0;Andalucia;0.47772432545492577
1130;Cordoba;2016-07-01;788950.0;Andalucia;0.520079481280067
1132;Cordoba;2016-01-01;790749.0;Andalucia;0.5827930000697205
1134;Cordoba;2015-07-01;791995.0;Andalucia;0.6262288224220874
1136;Cordoba;2015-01-01;794359.0;Andalucia;0.7086383601756955
1138;Cordoba;2014-07-01;795447.0;Andalucia;0.7465662692602664
1140;Cordoba;2014-01-01;796830.0;Andalucia;0.7947779404587604
1142;Cordoba;2013-07-01;798336.0;Andalucia;0.847277417555602
1144;Cordoba;2013-01-01;799934.0;Andalucia;0.9029840340235655
1146;Cordoba;2012-07-01;801031.0;Andalucia;0.9412256850031374
1148;Cordoba;2012-01-01;802717.0;Andalucia;1.0
1150;Cordoba;2011-07-01;802112.0;Andalucia;0.9789095726138186
1152;Cordoba;2011-01-01;801792.0;Andalucia;0.9677543052360036
1154;Cordoba;2010-07-01;800839.0;Andalucia;0.9345325245764484
1156;Cordoba;2010-01-01;799757.0;Andalucia;0.8968137767552116
1158;Cordoba;2009-07-01;798522.0;Andalucia;0.853761416718957
1160;Cordoba;2009-01-01;797328.0;Andalucia;0.8121383253154849
1162;Cordoba;2008-07-01;794995.0;Andalucia;0.7308094540891027
1164;Cordoba;2008-01-01;792681.0;Andalucia;0.6501429268632782
1166;Cordoba;2007-07-01;789302.0;Andalucia;0.5323502753956634
1168;Cordoba;2007-01-01;786384.0;Andalucia;0.4306281809942132
1170;Cordoba;2006-07-01;783072.0;Andalucia;0.31517116363382836
1172;Cordoba;2006-01-01;780679.0;Andalucia;0.23175067977410582
1173;A Coruna;2023-01-01;1123884.0;Galicia;0.3287272444979234
1174;A Coruna;2022-10-01;1122508.0;Galicia;0.2753173155300237
1175;A Coruna;2022-07-01;1121062.0;Galicia;0.2191903116873035
1176;A Coruna;2022-04-01;1119875.0;Galicia;0.1731164848814191
1177;A Coruna;2022-01-01;1119164.0;Galicia;0.14551876722431395
1178;A Coruna;2021-10-01;1118493.0;Galicia;0.11947366378139192
1179;A Coruna;2021-07-01;1117861.0;Galicia;0.09494235919729845
1180;A Coruna;2021-04-01;1119053.0;Galicia;0.14121026277995574
1181;A Coruna;2021-01-01;1120501.0;Galicia;0.19741489733338508
1183;A Coruna;2020-07-01;1121275.0;Galicia;0.22745798237782866
1185;A Coruna;2020-01-01;1121994.0;Galicia;0.25536622287777044
1187;A Coruna;2019-07-01;1119930.0;Galicia;0.1752513294259209
1189;A Coruna;2019-01-01;1120432.0;Galicia;0.1947366378139192
1191;A Coruna;2018-07-01;1118944.0;Galicia;0.13697938904630672
1193;A Coruna;2018-01-01;1120074.0;Galicia;0.18084074059698016
1195;A Coruna;2017-07-01;1118578.0;Galicia;0.12277296898653108
1197;A Coruna;2017-01-01;1120302.0;Galicia;0.189690641617824
1199;A Coruna;2016-07-01;1120743.0;Galicia;0.20680821332919302
1201;A Coruna;2016-01-01;1123015.0;Galicia;0.29499670069479483
1203;A Coruna;2015-07-01;1124312.0;Galicia;0.3453402165896829
1205;A Coruna;2015-01-01;1127596.0;Galicia;0.4728098435741179
1207;A Coruna;2014-07-01;1129256.0;Galicia;0.5372433334627178
1209;A Coruna;2014-01-01;1132596.0;Galicia;0.6668866203470093
1211;A Coruna;2013-07-01;1134861.0;Galicia;0.754803400225129
1213;A Coruna;2013-01-01;1137890.0;Galicia;0.8723751115941466
1215;A Coruna;2012-07-01;1139108.0;Galicia;0.919652214416023
1217;A Coruna;2012-01-01;1141178.0;Galicia;1.0
1219;A Coruna;2011-07-01;1139993.0;Galicia;0.9540038039048248
1221;A Coruna;2011-01-01;1140069.0;Galicia;0.9569537709117727
1223;A Coruna;2010-07-01;1138880.0;Galicia;0.9108023133951791
1225;A Coruna;2010-01-01;1138107.0;Galicia;0.8807980437060902
1227;A Coruna;2009-07-01;1136243.0;Galicia;0.8084462213251562
1229;A Coruna;2009-01-01;1135287.0;Galicia;0.7713387416061794
1231;A Coruna;2008-07-01;1131381.0;Galicia;0.6197259635911967
1233;A Coruna;2008-01-01;1128599.0;Galicia;0.5117416449947599
1235;A Coruna;2007-07-01;1124796.0;Galicia;0.36412684858129873
1237;A Coruna;2007-01-01;1121347.0;Galicia;0.2302526879633583
1239;A Coruna;2006-07-01;1117387.0;Galicia;0.07654388075922836
1241;A Coruna;2006-01-01;1115415.0;Galicia;0.0
1242;Cuenca;2023-01-01;198436.0;Castilla-La Mancha;0.10649491125424063
1243;Cuenca;2022-10-01;197737.0;Castilla-La Mancha;0.07212743989380009
1244;Cuenca;2022-07-01;197219.0;Castilla-La Mancha;0.04665912778406018
1245;Cuenca;2022-04-01;196710.0;Castilla-La Mancha;0.02163331530557058
1246;Cuenca;2022-01-01;196640.0;Castilla-La Mancha;0.018191651506957077
1247;Cuenca;2021-10-01;196399.0;Castilla-La Mancha;0.006342494714587738
1248;Cuenca;2021-07-01;196270.0;Castilla-La Mancha;0.0
1249;Cuenca;2021-04-01;196501.0;Castilla-La Mancha;0.011357490535424553
1250;Cuenca;2021-01-01;196510.0;Castilla-La Mancha;0.011799990166674861
1252;Cuenca;2020-07-01;196272.0;Castilla-La Mancha;9.833325138895717e-05
1254;Cuenca;2020-01-01;197537.0;Castilla-La Mancha;0.06229411475490437
1256;Cuenca;2019-07-01;197397.0;Castilla-La Mancha;0.05541078715767737
1258;Cuenca;2019-01-01;197617.0;Castilla-La Mancha;0.06622744481046265
1260;Cuenca;2018-07-01;198075.0;Castilla-La Mancha;0.08874575937853385
1262;Cuenca;2018-01-01;198922.0;Castilla-La Mancha;0.1303898913417572
1264;Cuenca;2017-07-01;199470.0;Castilla-La Mancha;0.1573332022223315
1266;Cuenca;2017-01-01;200531.0;Castilla-La Mancha;0.20949899208417327
1268;Cuenca;2016-07-01;201528.0;Castilla-La Mancha;0.2585181179015684
1270;Cuenca;2016-01-01;202864.0;Castilla-La Mancha;0.3242047298293918
1272;Cuenca;2015-07-01;203946.0;Castilla-La Mancha;0.3774030188308176
1274;Cuenca;2015-01-01;205664.0;Castilla-La Mancha;0.46187128177393183
1276;Cuenca;2014-07-01;206685.0;Castilla-La Mancha;0.5120704066079945
1278;Cuenca;2014-01-01;208031.0;Castilla-La Mancha;0.5782486847927627
1280;Cuenca;2013-07-01;209462.0;Castilla-La Mancha;0.6486061261615615
1282;Cuenca;2013-01-01;211356.0;Castilla-La Mancha;0.741727715226904
1284;Cuenca;2012-07-01;212731.0;Castilla-La Mancha;0.809331825556812
1286;Cuenca;2012-01-01;214752.0;Castilla-La Mancha;0.9086975760853533
1288;Cuenca;2011-07-01;215635.0;Castilla-La Mancha;0.9521117065735779
1290;Cuenca;2011-01-01;216377.0;Castilla-La Mancha;0.988593342838881
1292;Cuenca;2010-07-01;216227.0;Castilla-La Mancha;0.9812183489847092
1294;Cuenca;2010-01-01;216609.0;Castilla-La Mancha;1.0
1296;Cuenca;2009-07-01;216447.0;Castilla-La Mancha;0.9920350066374944
1298;Cuenca;2009-01-01;216435.0;Castilla-La Mancha;0.9914450071291607
1300;Cuenca;2008-07-01;215493.0;Castilla-La Mancha;0.9451300457249618
1302;Cuenca;2008-01-01;214903.0;Castilla-La Mancha;0.9161217365652196
1304;Cuenca;2007-07-01;213153.0;Castilla-La Mancha;0.830080141599882
1306;Cuenca;2007-01-01;211114.0;Castilla-La Mancha;0.7298293918088402
1308;Cuenca;2006-07-01;209173.0;Castilla-La Mancha;0.6343969713358573
1310;Cuenca;2006-01-01;208120.0;Castilla-La Mancha;0.5826245144795713
1311;Guipuzcoa;2023-01-01;726712.0;Pais Vasco;1.0
1312;Guipuzcoa;2022-10-01;725455.0;Pais Vasco;0.9671707278852935
1313;Guipuzcoa;2022-07-01;724251.0;Pais Vasco;0.9357256653346915
1314;Guipuzcoa;2022-04-01;723398.0;Pais Vasco;0.9134477265010839
1315;Guipuzcoa;2022-01-01;723241.0;Pais Vasco;0.9093473321319439
1316;Guipuzcoa;2021-10-01;723091.0;Pais Vasco;0.9054297578939121
1317;Guipuzcoa;2021-07-01;722730.0;Pais Vasco;0.8960014625610488
1318;Guipuzcoa;2021-04-01;723970.0;Pais Vasco;0.9283867429287785
1319;Guipuzcoa;2021-01-01;725508.0;Pais Vasco;0.968554937449398
1321;Guipuzcoa;2020-07-01;725406.0;Pais Vasco;0.9658909869675364
1323;Guipuzcoa;2020-01-01;724347.0;Pais Vasco;0.9382329128470318
1325;Guipuzcoa;2019-07-01;721669.0;Pais Vasco;0.8682911541173706
1327;Guipuzcoa;2019-01-01;719613.0;Pais Vasco;0.8145942698947478
1329;Guipuzcoa;2018-07-01;716858.0;Pais Vasco;0.7426414897228969
1331;Guipuzcoa;2018-01-01;715749.0;Pais Vasco;0.7136775575230484
1333;Guipuzcoa;2017-07-01;713683.0;Pais Vasco;0.659719501684557
1335;Guipuzcoa;2017-01-01;713130.0;Pais Vasco;0.645276711327013
1337;Guipuzcoa;2016-07-01;712057.0;Pais Vasco;0.6172529969442921
1339;Guipuzcoa;2016-01-01;711261.0;Pais Vasco;0.5964637363211366
1341;Guipuzcoa;2015-07-01;709953.0;Pais Vasco;0.5623024889654993
1343;Guipuzcoa;2015-01-01;709766.0;Pais Vasco;0.5574185797487529
1345;Guipuzcoa;2014-07-01;709065.0;Pais Vasco;0.5391104494763509
1347;Guipuzcoa;2014-01-01;708675.0;Pais Vasco;0.5289247564574682
