;Fecha;Provincia;Viajeros;Comunidad;Viajeros_normalizado
8771;2016-05-01;Burgos;1094.0;Castilla y Leon;0.1763662743833629
8773;2016-05-01;Caceres;4753.0;Extremadura;0.2710578842315369
8775;2016-05-01;Cadiz;10611.0;Andalucia;0.1752522833501247
8777;2016-05-01;Cantabria;7153.0;Cantabria;0.235714756475318
8779;2016-05-01;Castellon;10213.0;Valencia;0.11072082913238147
8781;2016-05-01;Ciudad Real;750.0;Castilla-La Mancha;0.392875851231011
8783;2016-05-01;Cordoba;4327.0;Andalucia;0.4038641030427478
8785;2016-05-01;Cuenca;2863.0;Castilla-La Mancha;0.2730827928271652
8787;2016-05-01;Girona;25095.0;Cataluna;0.17301288547850008
8789;2016-05-01;Granada;20173.0;Andalucia;0.45428545692023603
8791;2016-05-01;Guadalajara;1622.0;Castilla-La Mancha;0.4428064428064428
8793;2016-05-01;Guipuzcoa;5152.0;Pais Vasco;0.3705142035239123
8795;2016-05-01;Huelva;4450.0;Andalucia;0.14222705190488366
8797;2016-05-01;Huesca;3480.0;Aragon;0.2186204297022239
8799;2016-05-01;Islas Baleares;192861.0;Islas Baleares;0.5886243426614619
8801;2016-05-01;Jaen;4359.0;Andalucia;0.41629261770604525
8803;2016-05-01;La Rioja;4122.0;La Rioja;0.2674018812844632
8805;2016-05-01;Las Palmas;176607.0;Canarias;0.5391246745079843
8807;2016-05-01;Leon;914.0;Castilla y Leon;0.14647435897435898
8809;2016-05-01;Lleida;1337.0;Cataluna;0.16862151595409258
8811;2016-05-01;Lugo;1216.0;Galicia;0.07620002506579772
8813;2016-05-01;Madrid;45626.0;Comunidad de Madrid;0.6063578130398958
8815;2016-05-01;Malaga;100754.0;Andalucia;0.5650654776927175
8817;2016-05-01;Murcia;9602.0;Region de Murcia;0.2927439024390244
8819;2016-05-01;Navarra;7557.0;Navarra;0.2830019098977643
8821;2016-05-01;Ourense;1009.0;Galicia;0.5072900955253896
8823;2016-05-01;Palencia;365.0;Castilla y Leon;0.31492666091458155
8825;2016-05-01;Pontevedra;2155.0;Galicia;0.10736349143084895
8827;2016-05-01;Salamanca;3290.0;Castilla y Leon;0.1937687731904117
8829;2016-05-01;Santa Cruz de Tenerife;105754.0;Canarias;0.7273515089823654
8831;2016-05-01;Segovia;2649.0;Castilla y Leon;0.37913267496779735
8833;2016-05-01;Sevilla;28440.0;Andalucia;0.4690515066053139
8835;2016-05-01;Soria;595.0;Castilla y Leon;0.4346238130021914
8837;2016-05-01;Tarragona;34548.0;Cataluna;0.42028685782411407
8839;2016-05-01;Teruel;2638.0;Aragon;0.2979107848673066
8841;2016-05-01;Toledo;1175.0;Castilla-La Mancha;0.21504392386530014
8843;2016-05-01;Valencia;21193.0;Valencia;0.2893400322201895
8845;2016-05-01;Valladolid;801.0;Castilla y Leon;0.14471544715447154
8847;2016-05-01;Vizcaya;2600.0;Pais Vasco;0.14547896150402864
8849;2016-05-01;Zamora;417.0;Castilla y Leon;0.10306475531389027
8851;2016-05-01;Zaragoza;3715.0;Aragon;0.45454545454545453
8853;2016-06-01;A Coruna;5655.0;Galicia;0.32220386302774773
8855;2016-06-01;Alava;983.0;Pais Vasco;0.4676498572787821
8857;2016-06-01;Albacete;1112.0;Castilla-La Mancha;0.36057068741893644
8859;2016-06-01;Alicante;114303.0;Valencia;0.47290487538476816
8861;2016-06-01;Almeria;21666.0;Andalucia;0.40260898650908683
8863;2016-06-01;Asturias;8064.0;Principado de Asturias;0.3077040485366505
8865;2016-06-01;Avila;2033.0;Castilla y Leon;0.40905432595573443
8867;2016-06-01;Badajoz;1036.0;Extremadura;0.09395973154362416
8869;2016-06-01;Barcelona;32748.0;Cataluna;0.8021948411434731
8871;2016-06-01;Burgos;842.0;Castilla y Leon;0.13574077059487344
8873;2016-06-01;Caceres;3043.0;Extremadura;0.1735386370116909
8875;2016-06-01;Cadiz;14388.0;Andalucia;0.2376335739177829
8877;2016-06-01;Cantabria;9997.0;Cantabria;0.3294338627825743
8879;2016-06-01;Castellon;33020.0;Valencia;0.35797530382367926
8881;2016-06-01;Ciudad Real;1049.0;Castilla-La Mancha;0.5495023572551074
8883;2016-06-01;Cordoba;2752.0;Andalucia;0.25686018293821167
8885;2016-06-01;Cuenca;3375.0;Castilla-La Mancha;0.32191911484166347
8887;2016-06-01;Girona;36109.0;Cataluna;0.24894689307603743
8889;2016-06-01;Granada;17544.0;Andalucia;0.3950817457100392
8891;2016-06-01;Guadalajara;1905.0;Castilla-La Mancha;0.5200655200655201
8893;2016-06-01;Guipuzcoa;5871.0;Pais Vasco;0.4222222222222222
8895;2016-06-01;Huelva;10827.0;Andalucia;0.3460432114548709
8897;2016-06-01;Huesca;4609.0;Aragon;0.28954642543033043
8899;2016-06-01;Islas Baleares;249570.0;Islas Baleares;0.7617039069486368
8901;2016-06-01;Jaen;3734.0;Andalucia;0.35660395377709864
8903;2016-06-01;La Rioja;4093.0;La Rioja;0.265520596821278
8905;2016-06-01;Las Palmas;190112.0;Canarias;0.5803511192651588
8907;2016-06-01;Leon;855.0;Castilla y Leon;0.13701923076923078
8909;2016-06-01;Lleida;3133.0;Cataluna;0.39513179467776516
8911;2016-06-01;Lugo;1768.0;Galicia;0.11079082591803484
8913;2016-06-01;Madrid;43754.0;Comunidad de Madrid;0.5814794141881297
8915;2016-06-01;Malaga;109081.0;Andalucia;0.6117663554022602
8917;2016-06-01;Murcia;13950.0;Region de Murcia;0.4253048780487805
8919;2016-06-01;Navarra;6568.0;Navarra;0.24596487286072727
8921;2016-06-01;Ourense;1246.0;Galicia;0.6264454499748617
8923;2016-06-01;Palencia;200.0;Castilla y Leon;0.1725625539257981
8925;2016-06-01;Pontevedra;4166.0;Galicia;0.2075528098844161
8927;2016-06-01;Salamanca;3223.0;Castilla y Leon;0.18982272218623006
8929;2016-06-01;Santa Cruz de Tenerife;114282.0;Canarias;0.7860051170596165
8931;2016-06-01;Segovia;2831.0;Castilla y Leon;0.4051810505223987
8933;2016-06-01;Sevilla;25931.0;Andalucia;0.4276714000626721
8935;2016-06-01;Soria;377.0;Castilla y Leon;0.2753834915997078
8937;2016-06-01;Tarragona;54768.0;Cataluna;0.6662692667972409
8939;2016-06-01;Teruel;3302.0;Aragon;0.37289666854884246
8941;2016-06-01;Toledo;2028.0;Castilla-La Mancha;0.3711566617862372
8943;2016-06-01;Valencia;29338.0;Valencia;0.40054064385768506
8945;2016-06-01;Valladolid;507.0;Castilla y Leon;0.0915989159891599
8947;2016-06-01;Vizcaya;3702.0;Pais Vasco;0.20713965980304386
8949;2016-06-01;Zamora;1090.0;Castilla y Leon;0.26940187839841817
8951;2016-06-01;Zaragoza;3324.0;Aragon;0.40670500428239326
8953;2016-07-01;A Coruna;7686.0;Galicia;0.43792376502763375
8955;2016-07-01;Alava;1638.0;Pais Vasco;0.7792578496669839
8957;2016-07-01;Albacete;1646.0;Castilla-La Mancha;0.5337224383916991
8959;2016-07-01;Alicante;149575.0;Valencia;0.6188354350776156
8961;2016-07-01;Almeria;34195.0;Andalucia;0.6354294421525997
8963;2016-07-01;Asturias;14500.0;Principado de Asturias;0.5532872896554356
8965;2016-07-01;Avila;2868.0;Castilla y Leon;0.5770623742454728
8967;2016-07-01;Badajoz;1750.0;Extremadura;0.15871576274260837
8969;2016-07-01;Barcelona;34861.0;Cataluna;0.8539548783773853
8971;2016-07-01;Burgos;1598.0;Castilla y Leon;0.2576172819603418
8973;2016-07-01;Caceres;5587.0;Extremadura;0.31861990305104076
8975;2016-07-01;Cadiz;16866.0;Andalucia;0.2785604571655078
8977;2016-07-01;Cantabria;19744.0;Cantabria;0.6506294075001647
8979;2016-07-01;Castellon;61580.0;Valencia;0.6675990069491875
8981;2016-07-01;Ciudad Real;1431.0;Castilla-La Mancha;0.749607124148769
8983;2016-07-01;Cordoba;3838.0;Andalucia;0.35822288594362517
8985;2016-07-01;Cuenca;4147.0;Castilla-La Mancha;0.3955551316291492
8987;2016-07-01;Girona;89653.0;Cataluna;0.6180962032996201
8989;2016-07-01;Granada;23742.0;Andalucia;0.534657478719092
8991;2016-07-01;Guadalajara;2513.0;Castilla-La Mancha;0.6860496860496861
8993;2016-07-01;Guipuzcoa;8795.0;Pais Vasco;0.6325062927004674
8995;2016-07-01;Huelva;14932.0;Andalucia;0.47724367169521864
8997;2016-07-01;Huesca;9421.0;Aragon;0.5918457092599573
8999;2016-07-01;Islas Baleares;290031.0;Islas Baleares;0.8851935161927318
9001;2016-07-01;Jaen;6748.0;Andalucia;0.6444465667080508
9003;2016-07-01;La Rioja;5752.0;La Rioja;0.3731430424910801
9005;2016-07-01;Las Palmas;248002.0;Canarias;0.7570707702827698
9007;2016-07-01;Leon;900.0;Castilla y Leon;0.14423076923076922
9009;2016-07-01;Lleida;6188.0;Cataluna;0.7804262832639677
9011;2016-07-01;Lugo;3094.0;Galicia;0.19388394535656098
9013;2016-07-01;Madrid;41037.0;Comunidad de Madrid;0.54537118252133
9015;2016-07-01;Malaga;129603.0;Andalucia;0.7268612770253218
9017;2016-07-01;Murcia;21647.0;Region de Murcia;0.6599695121951219
9019;2016-07-01;Navarra;10007.0;Navarra;0.3747519005355204
9021;2016-07-01;Ourense;1343.0;Galicia;0.6752136752136753
9023;2016-07-01;Palencia;260.0;Castilla y Leon;0.22433132010353754
9025;2016-07-01;Pontevedra;7721.0;Galicia;0.3846652052610602
9027;2016-07-01;Salamanca;4338.0;Castilla y Leon;0.25549207844984984
9029;2016-07-01;Santa Cruz de Tenerife;138281.0;Canarias;0.9510646785331096
9031;2016-07-01;Segovia;4617.0;Castilla y Leon;0.6607986260197509
9033;2016-07-01;Sevilla;24573.0;Andalucia;0.40527435554895846
9035;2016-07-01;Soria;645.0;Castilla y Leon;0.47114682249817386
9037;2016-07-01;Tarragona;71767.0;Cataluna;0.8730672376248464
9039;2016-07-01;Teruel;4250.0;Aragon;0.47995482778091475
9041;2016-07-01;Toledo;1885.0;Castilla-La Mancha;0.3449853587115666
9043;2016-07-01;Valencia;44127.0;Valencia;0.6024492805067854
9045;2016-07-01;Valladolid;844.0;Castilla y Leon;0.15248419150858175
9047;2016-07-01;Vizcaya;3972.0;Pais Vasco;0.22224709042076993
9049;2016-07-01;Zamora;1563.0;Castilla y Leon;0.38630746416213546
9051;2016-07-01;Zaragoza;3810.0;Aragon;0.46616909335617274
9053;2016-08-01;A Coruna;8802.0;Galicia;0.501509885476611
9055;2016-08-01;Alava;1659.0;Pais Vasco;0.7892483349191246
9057;2016-08-01;Albacete;1978.0;Castilla-La Mancha;0.6413748378728924
9059;2016-08-01;Alicante;157655.0;Valencia;0.6522647535828948
9061;2016-08-01;Almeria;28103.0;Andalucia;0.5222246998922213
9063;2016-08-01;Asturias;16293.0;Principado de Asturias;0.6217041248521388
9065;2016-08-01;Avila;2367.0;Castilla y Leon;0.4762575452716298
9067;2016-08-01;Badajoz;2001.0;Extremadura;0.18148013785597678
9069;2016-08-01;Barcelona;33586.0;Cataluna;0.8227224848737231
9071;2016-08-01;Burgos;2124.0;Castilla y Leon;0.3424149605029824
9073;2016-08-01;Caceres;7553.0;Extremadura;0.4307385229540918
9075;2016-08-01;Cadiz;16774.0;Andalucia;0.2770409764315325
9077;2016-08-01;Cantabria;22271.0;Cantabria;0.7339023265010216
9079;2016-08-01;Castellon;79695.0;Valencia;0.8639867304127232
9081;2016-08-01;Ciudad Real;1614.0;Castilla-La Mancha;0.8454688318491357
9083;2016-08-01;Cordoba;3858.0;Andalucia;0.360089602389397
9085;2016-08-01;Cuenca;5191.0;Castilla-La Mancha;0.4951354444868371
9087;2016-08-01;Girona;92691.0;Cataluna;0.6390411383896254
9089;2016-08-01;Granada;25695.0;Andalucia;0.5786380218889339
9091;2016-08-01;Guadalajara;2894.0;Castilla-La Mancha;0.79006279006279
9093;2016-08-01;Guipuzcoa;9199.0;Pais Vasco;0.6615605897159296
9095;2016-08-01;Huelva;14472.0;Andalucia;0.46254154947583737
9097;2016-08-01;Huesca;13182.0;Aragon;0.8281191104410102
9099;2016-08-01;Islas Baleares;309604.0;Islas Baleares;0.9449315879589925
9101;2016-08-01;Jaen;7699.0;Andalucia;0.735268837742336
9103;2016-08-01;La Rioja;5995.0;La Rioja;0.38890690885501134
9105;2016-08-01;Las Palmas;243685.0;Canarias;0.7438923502889362
9107;2016-08-01;Leon;1415.0;Castilla y Leon;0.2267628205128205
9109;2016-08-01;Lleida;7929.0;Cataluna;1.0
9111;2016-08-01;Lugo;4327.0;Galicia;0.27114926682541673
9113;2016-08-01;Madrid;37662.0;Comunidad de Madrid;0.5005182999760784
9115;2016-08-01;Malaga;127846.0;Andalucia;0.7170073750035052
9117;2016-08-01;Murcia;23461.0;Region de Murcia;0.7152743902439025
9119;2016-08-01;Navarra;10702.0;Navarra;0.40077893869602665
9121;2016-08-01;Ourense;1989.0;Galicia;1.0
9123;2016-08-01;Palencia;291.0;Castilla y Leon;0.25107851596203623
9125;2016-08-01;Pontevedra;9155.0;Galicia;0.45610801115982463
9127;2016-08-01;Salamanca;5111.0;Castilla y Leon;0.30101890570704987
9129;2016-08-01;Santa Cruz de Tenerife;141023.0;Canarias;0.9699235192164847
9131;2016-08-01;Segovia;3749.0;Castilla y Leon;0.5365679118362674
9133;2016-08-01;Sevilla;27070.0;Andalucia;0.44645655006349677
9135;2016-08-01;Soria;790.0;Castilla y Leon;0.577063550036523
9137;2016-08-01;Tarragona;75503.0;Cataluna;0.9185168063648861
9139;2016-08-01;Teruel;5982.0;Aragon;0.6755505364201017
9141;2016-08-01;Toledo;2851.0;Castilla-La Mancha;0.5217789165446559
9143;2016-08-01;Valencia;48709.0;Valencia;0.6650055975752942
9145;2016-08-01;Valladolid;1265.0;Castilla y Leon;0.22854561878952123
9147;2016-08-01;Vizcaya;4936.0;Pais Vasco;0.27618621307072516
9149;2016-08-01;Zamora;1811.0;Castilla y Leon;0.4476025704399407
9151;2016-08-01;Zaragoza;4972.0;Aragon;0.6083445491251682
9153;2016-09-01;A Coruna;6482.0;Galicia;0.3693236852600991
9155;2016-09-01;Alava;1128.0;Pais Vasco;0.5366317792578497
9157;2016-09-01;Albacete;1158.0;Castilla-La Mancha;0.3754863813229572
9159;2016-09-01;Alicante;116294.0;Valencia;0.4811422235461556
9161;2016-09-01;Almeria;23153.0;Andalucia;0.43024120117441556
9163;2016-09-01;Asturias;8815.0;Principado de Asturias;0.33636051436639064
9165;2016-09-01;Avila;1976.0;Castilla y Leon;0.39758551307847084
9167;2016-09-01;Badajoz;1626.0;Extremadura;0.14746961726827498
9169;2016-09-01;Barcelona;34245.0;Cataluna;0.8388653455160081
9171;2016-09-01;Burgos;1033.0;Castilla y Leon;0.1665323230694825
9173;2016-09-01;Caceres;5187.0;Extremadura;0.2958083832335329
9175;2016-09-01;Cadiz;14918.0;Andalucia;0.24638710423307514
9177;2016-09-01;Cantabria;13590.0;Cantabria;0.44783497001252226
9179;2016-09-01;Castellon;37081.0;Valencia;0.40200127925759693
9181;2016-09-01;Ciudad Real;651.0;Castilla-La Mancha;0.34101623886851756
9183;2016-09-01;Cordoba;3556.0;Andalucia;0.33190218405824157
9185;2016-09-01;Cuenca;3864.0;Castilla-La Mancha;0.36856161770316676
9187;2016-09-01;Girona;35150.0;Cataluna;0.24233524305914633
9189;2016-09-01;Granada;19214.0;Andalucia;0.4326892762239337
9191;2016-09-01;Guadalajara;1885.0;Castilla-La Mancha;0.5146055146055146
9193;2016-09-01;Guipuzcoa;6769.0;Pais Vasco;0.4868033081625315
9195;2016-09-01;Huelva;11314.0;Andalucia;0.36160828432625924
9197;2016-09-01;Huesca;6158.0;Aragon;0.38685764543284334
9199;2016-09-01;Islas Baleares;243364.0;Islas Baleares;0.7427627904421527
9201;2016-09-01;Jaen;5947.0;Andalucia;0.5679495750167128
9203;2016-09-01;La Rioja;5421.0;La Rioja;0.3516704508595524
9205;2016-09-01;Las Palmas;199136.0;Canarias;0.6078985044920188
9207;2016-09-01;Leon;808.0;Castilla y Leon;0.1294871794871795
9209;2016-09-01;Lleida;3140.0;Cataluna;0.3960146298398285
9211;2016-09-01;Lugo;2162.0;Galicia;0.13548063667126206
9213;2016-09-01;Madrid;43467.0;Comunidad de Madrid;0.5776652579539112
9215;2016-09-01;Malaga;107934.0;Andalucia;0.6053335576680408
9217;2016-09-01;Murcia;11919.0;Region de Murcia;0.36338414634146343
9219;2016-09-01;Navarra;7560.0;Navarra;0.28311425682507585
9221;2016-09-01;Ourense;494.0;Galicia;0.24836601307189543
9223;2016-09-01;Palencia;554.0;Castilla y Leon;0.47799827437446074
9225;2016-09-01;Pontevedra;4414.0;Galicia;0.21990833001195695
9227;2016-09-01;Salamanca;3302.0;Castilla y Leon;0.1944755285941457
9229;2016-09-01;Santa Cruz de Tenerife;116888.0;Canarias;0.8039285812539547
9231;2016-09-01;Segovia;3296.0;Castilla y Leon;0.47173321883497926
9233;2016-09-01;Sevilla;29914.0;Andalucia;0.4933617007240282
9235;2016-09-01;Soria;598.0;Castilla y Leon;0.4368151935719503
9237;2016-09-01;Tarragona;46169.0;Cataluna;0.5616598338219729
9239;2016-09-01;Teruel;4295.0;Aragon;0.4850367024280068
9241;2016-09-01;Toledo;1590.0;Castilla-La Mancha;0.29099560761347
9243;2016-09-01;Valencia;27748.0;Valencia;0.3788329738142697
9245;2016-09-01;Valladolid;654.0;Castilla y Leon;0.11815718157181572
9247;2016-09-01;Vizcaya;3410.0;Pais Vasco;0.1908012533572068
9249;2016-09-01;Zamora;798.0;Castilla y Leon;0.1972318339100346
9251;2016-09-01;Zaragoza;3353.0;Aragon;0.4102532729719809
9253;2016-10-01;A Coruna;4786.0;Galicia;0.2726910147569939
9255;2016-10-01;Alava;1233.0;Pais Vasco;0.5865842055185537
9257;2016-10-01;Albacete;1271.0;Castilla-La Mancha;0.41212710765239946
9259;2016-10-01;Alicante;85425.0;Valencia;0.3534281600635488
9261;2016-10-01;Almeria;6557.0;Andalucia;0.12184561638235404
9263;2016-10-01;Asturias;5984.0;Principado de Asturias;0.22833594077918112
9265;2016-10-01;Avila;2952.0;Castilla y Leon;0.5939637826961771
9267;2016-10-01;Badajoz;1187.0;Extremadura;0.10765463450027209
9269;2016-10-01;Barcelona;32886.0;Cataluna;0.80557528844034
9271;2016-10-01;Burgos;1198.0;Castilla y Leon;0.19313235531194584
9273;2016-10-01;Caceres;4093.0;Extremadura;0.23341887653264898
9275;2016-10-01;Cadiz;8161.0;Andalucia;0.13478785076056618
9277;2016-10-01;Cantabria;8322.0;Cantabria;0.2742371317471825
9279;2016-10-01;Castellon;8570.0;Valencia;0.0929087932698041
9281;2016-10-01;Ciudad Real;894.0;Castilla-La Mancha;0.4683080146673651
9283;2016-10-01;Cordoba;4213.0;Andalucia;0.3932238193018481
9285;2016-10-01;Cuenca;4108.0;Castilla-La Mancha;0.39183517741320106
9287;2016-10-01;Girona;21415.0;Cataluna;0.1476417988651954
9289;2016-10-01;Granada;19632.0;Andalucia;0.44210241859208216
9291;2016-10-01;Guadalajara;2287.0;Castilla-La Mancha;0.6243516243516244
9293;2016-10-01;Guipuzcoa;8471.0;Pais Vasco;0.6092053218266811
9295;2016-10-01;Huelva;2656.0;Andalucia;0.08488877524929686
9297;2016-10-01;Huesca;4797.0;Aragon;0.3013569543912552
9299;2016-10-01;Islas Baleares;112174.0;Islas Baleares;0.3423623594905493
9301;2016-10-01;Jaen;5786.0;Andalucia;0.5525737751886162
9303;2016-10-01;La Rioja;5900.0;La Rioja;0.3827440804411288
9305;2016-10-01;Las Palmas;221518.0;Canarias;0.6762235905012806
9307;2016-10-01;Leon;1181.0;Castilla y Leon;0.1892628205128205
9309;2016-10-01;Lleida;2882.0;Cataluna;0.3634758481523521
9311;2016-10-01;Lugo;1916.0;Galicia;0.12006517107406943
9313;2016-10-01;Madrid;47216.0;Comunidad de Madrid;0.6274885043723254
9315;2016-10-01;Malaga;99709.0;Andalucia;0.5592047334623258
9317;2016-10-01;Murcia;8068.0;Region de Murcia;0.24597560975609756
9319;2016-10-01;Navarra;7585.0;Navarra;0.2840504812193386
9321;2016-10-01;Ourense;758.0;Galicia;0.38109602815485166
9323;2016-10-01;Palencia;338.0;Castilla y Leon;0.2916307161345988
9325;2016-10-01;Pontevedra;2587.0;Galicia;0.12888601036269431
9327;2016-10-01;Salamanca;3346.0;Castilla y Leon;0.1970669650745038
9329;2016-10-01;Santa Cruz de Tenerife;126069.0;Canarias;0.867073372032243
9331;2016-10-01;Segovia;3420.0;Castilla y Leon;0.48948046371833404
9333;2016-10-01;Sevilla;33346.0;Andalucia;0.5499645407616315
9335;2016-10-01;Soria;686.0;Castilla y Leon;0.5010956902848794
9337;2016-10-01;Tarragona;27324.0;Cataluna;0.33240471527110377
9339;2016-10-01;Teruel;4761.0;Aragon;0.5376623376623376
9341;2016-10-01;Toledo;1615.0;Castilla-La Mancha;0.2955710102489019
9343;2016-10-01;Valencia;19676.0;Valencia;0.26862900363159764
9345;2016-10-01;Valladolid;771.0;Castilla y Leon;0.13929539295392954
9347;2016-10-01;Vizcaya;3309.0;Pais Vasco;0.18514995523724262
9349;2016-10-01;Zamora;712.0;Castilla y Leon;0.175976272862086
9351;2016-10-01;Zaragoza;4673.0;Aragon;0.571760675394592
9353;2016-11-01;A Coruna;2866.0;Galicia;0.1632955387157427
9355;2016-11-01;Alava;844.0;Pais Vasco;0.4015223596574691
9357;2016-11-01;Albacete;1035.0;Castilla-La Mancha;0.3356031128404669
9359;2016-11-01;Alicante;48614.0;Valencia;0.2011303081455003
9361;2016-11-01;Almeria;3526.0;Andalucia;0.06552198312706731
9363;2016-11-01;Asturias;1936.0;Principado de Asturias;0.07387339260502919
9365;2016-11-01;Avila;1580.0;Castilla y Leon;0.317907444668008
9367;2016-11-01;Badajoz;732.0;Extremadura;0.06638853618719391
9369;2016-11-01;Barcelona;20369.0;Cataluna;0.4989589202165446
9371;2016-11-01;Burgos;632.0;Castilla y Leon;0.10188618410446558
9373;2016-11-01;Caceres;2982.0;Extremadura;0.17005988023952096
9375;2016-11-01;Cadiz;6445.0;Andalucia;0.10644623185294069
9377;2016-11-01;Cantabria;3095.0;Cantabria;0.1019903776445001
9379;2016-11-01;Castellon;2705.0;Valencia;0.029325354235101526
9381;2016-11-01;Ciudad Real;543.0;Castilla-La Mancha;0.284442116291252
9383;2016-11-01;Cordoba;3588.0;Andalucia;0.33488893037147655
9385;2016-11-01;Cuenca;2994.0;Castilla-La Mancha;0.2855780236550935
9387;2016-11-01;Girona;4664.0;Cataluna;0.03215509455555785
9389;2016-11-01;Granada;11806.0;Andalucia;0.26586497320181957
9391;2016-11-01;Guadalajara;1541.0;Castilla-La Mancha;0.4206934206934207
9393;2016-11-01;Guipuzcoa;3678.0;Pais Vasco;0.2645091693635383
9395;2016-11-01;Huelva;1184.0;Andalucia;0.03784198414727691
9397;2016-11-01;Huesca;1679.0;Aragon;0.10547807513506723
9399;2016-11-01;Islas Baleares;4771.0;Islas Baleares;0.014561402973321898
9401;2016-11-01;Jaen;3351.0;Andalucia;0.32002674052144015
9403;2016-11-01;La Rioja;3679.0;La Rioja;0.2386636393123581
9405;2016-11-01;Las Palmas;198035.0;Canarias;0.6045375037013746
9407;2016-11-01;Leon;699.0;Castilla y Leon;0.11201923076923077
9409;2016-11-01;Lleida;1324.0;Cataluna;0.16698196493883213
9411;2016-11-01;Lugo;820.0;Galicia;0.051384885323975435
9413;2016-11-01;Madrid;38420.0;Comunidad de Madrid;0.5105919251521676
9415;2016-11-01;Malaga;60628.0;Andalucia;0.3400241159810437
9417;2016-11-01;Murcia;4372.0;Region de Murcia;0.13329268292682928
9419;2016-11-01;Navarra;2064.0;Navarra;0.07729468599033816
9421;2016-11-01;Ourense;426.0;Galicia;0.21417797888386123
9423;2016-11-01;Palencia;62.0;Castilla y Leon;0.05349439171699741
9425;2016-11-01;Pontevedra;495.0;Galicia;0.024661219609406138
9427;2016-11-01;Salamanca;2218.0;Castilla y Leon;0.1306319571235055
